7/19/2007 12:00:00 AM .dat file Constant Record Subbasin  7in ARCGIS-SWAT2005  interface




 MONTH YEAR          FLOCNST          SEDCNST         ORGNCNST         ORGPCNST          NO3CNST          NH3CNST          NO2CNST         MINPCNST         CBODCNST        DISOXCNST         CHLACNST       SOLPSTCNST       SRBPSTCNST        BACTPCNST       BACTLPCNST        CMTL1CNST        CMTL2CNST        CMTL3CNST
    11 1991 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1991 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1992 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1993 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1993 1.4495000000E+03 1.9000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1993 1.4464000000E+03 1.9000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1993 2.0214000000E+03 1.9000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1993 9.7280000000E+02 1.9000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1993 1.3438000000E+03 1.9000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1993 1.4551000000E+03 1.9000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1993 1.5603000000E+03 2.8000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1993 1.6535000000E+03 1.7000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1993 1.5157000000E+03 2.7000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1993 1.5403000000E+03 2.0000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1993 1.4267000000E+03 1.3000000000E-02 0.0000000000E+00 3.5000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.0400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1994 1.4358000000E+03 1.6000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1994 1.9533000000E+03 2.7000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1994 2.0471000000E+03 4.1000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1994 1.9798000000E+03 3.0000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1994 1.4547000000E+03 3.2000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1994 1.3586000000E+03 2.9000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1994 1.3779000000E+03 2.2000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1994 1.4373000000E+03 7.0000000000E-03 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1994 1.5486000000E+03 1.4000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1994 1.4483000000E+03 2.2000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1994 1.4369000000E+03 3.0000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1994 1.4195000000E+03 2.3000000000E-02 0.0000000000E+00 3.3000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.7400000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1995 1.3976000000E+03 2.0000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1995 1.4154000000E+03 2.5000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1995 1.6126000000E+03 2.9000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1995 1.4892000000E+03 4.3000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1995 1.4256000000E+03 3.8000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1995 1.2374000000E+03 3.0000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1995 1.1882000000E+03 1.7000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1995 1.2378000000E+03 2.8000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1995 1.4089000000E+03 2.7000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1995 1.6807000000E+03 1.8000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1995 1.6470000000E+02 3.0000000000E-03 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1995 1.3272000000E+03 2.3000000000E-02 0.0000000000E+00 3.0000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.4700000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1996 1.7174000000E+03 2.6000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     2 1996 1.7897000000E+03 2.7000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     3 1996 1.6777000000E+03 2.5000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     4 1996 1.5793000000E+03 3.6000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     5 1996 1.7235000000E+03 2.2000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     6 1996 1.2954000000E+03 1.9000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     7 1996 1.2976000000E+03 1.3000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     8 1996 1.2420000000E+03 1.0000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     9 1996 1.3699000000E+03 7.0000000000E-03 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    10 1996 1.4267000000E+03 6.0000000000E-03 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    11 1996 1.5259000000E+03 1.4000000000E-02 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
    12 1996 1.8416000000E+03 7.0000000000E-03 0.0000000000E+00 2.8000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 3.2000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
     1 1997 1.3779000000E+03 2.5000000000E-02 0.0000000000E+00 3.7000000000E-01 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 4.2100000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00 0.0000000000E+00
